NO,TITLE,CONTEXT,PERTANYAAN1,PERTANYAAN2,PERTANYAAN3,PERTANYAAN4,PERTANYAAN5,PERTANYAAN6,PERTANYAAN7,PERTANYAAN8,PERTANYAAN9,PERTANYAAN10,PERTANYAAN11,PERTANYAAN12,PERTANYAAN13,PERTANYAAN14,PERTANYAAN15,PERTANYAAN16,PERTANYAAN17,PERTANYAAN18,PERTANYAAN19,PERTANYAAN20,PERTANYAAN21,PERTANYAAN22,PERTANYAAN23,PERTANYAAN24,PERTANYAAN25,PERTANYAAN26,PERTANYAAN27,PERTANYAAN28,PERTANYAAN29,PERTANYAAN30,PERTANYAAN31,PERTANYAAN32,PERTANYAAN33,PERTANYAAN34,PERTANYAAN35,PERTANYAAN36,PERTANYAAN37,PERTANYAAN38,PERTANYAAN39,PERTANYAAN40,PERTANYAAN41,PERTANYAAN42,PERTANYAAN43,PERTANYAAN44,PERTANYAAN45,PERTANYAAN46,PERTANYAAN47,PERTANYAAN48,PERTANYAAN49,PERTANYAAN50,PERTANYAAN51,PERTANYAAN52,PERTANYAAN53,PERTANYAAN54,PERTANYAAN55,PERTANYAAN56,PERTANYAAN57,PERTANYAAN58,PERTANYAAN59,PERTANYAAN60
71,PDDikti digunakan untuk apa?,"PDDikti merupakan pangkalan data yang menghimpun data mahasiswa dari seluruh perguruan tinggi di Indonesia, baik negeri maupun swasta.",PDDikti digunakan untuk apa?,Apa yang dimaksud dengan PDDikti?,Apa kegunaan utama dari pangkalan data PDDikti?,Data siapa saja yang dihimpun di dalam sistem PDDikti?,Apakah PDDikti juga mencakup data dari perguruan tinggi swasta?,Dari mana saja asal perguruan tinggi yang datanya masuk ke PDDikti?,Di mana pangkalan data mahasiswa seluruh Indonesia dikumpulkan?,Apakah data mahasiswa dari perguruan tinggi negeri tercatat di PDDikti?,Sistem pangkalan data apa yang digunakan untuk menghimpun mahasiswa secara nasional?,Jenis data apa yang disimpan secara khusus di dalam PDDikti?,Lembaga apa saja yang datanya dihimpun dalam pangkalan data ini?,Andi baru saja mendengar tentang PDDikti dan ingin tahu apa sebenarnya fungsi dari pangkalan data tersebut bagi dunia pendidikan. Tolong jelaskan definisinya dong.,Budi berkuliah di sebuah universitas swasta kecil dan ragu apakah datanya juga ikut dihimpun dalam sistem nasional tersebut. Bagaimana sih cakupan pendataan sistem ini?,Siti ingin memahami kegunaan utama dari portal PDDikti dalam mengelola informasi mahasiswa di seluruh Indonesia. Apa sebenarnya isi dari data tersebut? Bantuin dong.,Roni bertanya apakah PDDikti hanya mencatat mahasiswa dari perguruan tinggi negeri saja atau mencakup semua jenis kampus di Indonesia. Tolong bantu jawab pertanyaannya.,Maya bingung kenapa kampusnya mewajibkan semua mahasiswa masuk ke sistem pangkalan data nasional. Apa sih tujuan utama penghimpunan data mahasiswa tersebut? Gimana sih ini.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Apa dampak jika tidak terdaftar di PDDikti?,"Jika mahasiswa tidak terdaftar di PDDikti, dapat berdampak pada: 
 1. Kesulitan mendapatkan beasiswa 
 2. Kendala dalam kegiatan penelitian 
 3. Tidak dapat mengikuti lomba mahasiswa 
 4. Tidak dapat pindah kampus 
 5. Tidak dapat mengikuti seleksi CPNS",Apa dampak jika tidak terdaftar di PDDikti?,Apa saja dampak utama jika nama mahasiswa tidak tercatat di PDDikti?,Mengapa penting bagi mahasiswa untuk terdaftar di PDDikti?,Apakah ada pengaruhnya terhadap pencarian beasiswa jika tidak terdaftar di PDDikti?,Bisakah saya mengikuti lomba mahasiswa jika data saya tidak ada di PDDikti?,Apakah status pendaftaran di PDDikti memengaruhi kegiatan penelitian mahasiswa?,Apa akibatnya terhadap proses pindah kampus jika data tidak tercatat di PDDikti?,Apakah pendaftaran CPNS membutuhkan data yang terdaftar di PDDikti?,Apa saja kerugian yang dialami mahasiswa jika namanya absen dari sistem PDDikti?,Benarkah tidak terdaftar di PDDikti bisa menghambat proses pindah universitas?,Apa kendala akademis dan karir yang muncul kalau data kita tidak masuk PDDikti?,Andi berniat mendaftar seleksi CPNS tahun ini tapi namanya tidak ditemukan di sistem pusat. Masalah apa yang akan dia hadapi jika statusnya tetap tidak terdaftar? Tolong bantu.,"Budi sangat membutuhkan bantuan biaya pendidikan, namun katanya data yang tidak tercatat di pangkalan pusat bisa menghambat pengajuan beasiswa. Bagaimana sih ini solusinya?","Siti ingin pindah ke kampus lain karena alasan keluarga, tapi dia mendengar bahwa jika tidak terdaftar di sistem nasional maka prosesnya tidak bisa dilakukan. Apakah itu benar? Bantuin dong.",Roni dilarang oleh dosennya untuk mewakili kampus dalam lomba mahasiswa tingkat nasional karena data NIM-nya tidak valid di pusat. Apa saja kerugian lainnya kalau tidak terdaftar? Tolong bantu ya.,Maya sedang menyusun penelitian namun terkendala akses karena identitas mahasiswanya tidak diakui di sistem pangkalan data. Apa saja dampak buruk bagi mahasiswa yang tidak tercatat di sana? Bagaiamana ini solusinya.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"Jika data tidak ditemukan di PDDikti, harus bagaimana?","Jika data tidak ditemukan di PDDikti, silakan: 
 1. Pastikan kata kunci pencarian sudah benar 
 2. Jika mahasiswa baru, kemungkinan masih menunggu periode pelaporan 
 3. Jika angkatan sebelum 2003, tidak wajib tercatat 
 4. Jika setelah 2003 belum tercatat, hubungi program studi","Jika data tidak ditemukan di PDDikti, harus bagaimana?",Apa langkah pertama yang harus dilakukan jika data tidak muncul saat dicari di PDDikti?,Bagaimana solusi untuk mahasiswa baru yang datanya belum ditemukan di PDDikti?,Apakah mahasiswa angkatan sebelum tahun 2003 wajib tercatat di sistem PDDikti?,Siapa yang harus dihubungi jika mahasiswa angkatan setelah 2003 belum terdaftar di PDDikti?,Mengapa data mahasiswa baru terkadang belum muncul di pencarian PDDikti?,Apa yang perlu dipastikan saat melakukan pencarian nama di situs PDDikti?,Bagaimana ketentuan pencatatan PDDikti untuk mahasiswa lulusan sebelum tahun 2003?,Ke mana saya harus melapor jika masuk kuliah tahun 2005 tapi data tidak ada di PDDikti?,Kenapa kata kunci pencarian sangat penting saat mengecek status PDDikti?,Apa penyebab umum data seorang mahasiswa tidak bisa ditemukan dalam sistem PDDikti?,Andi mencoba mencari data dirinya di PDDikti namun tidak ada hasil yang muncul. Apa langkah paling awal yang harus Andi lakukan untuk memastikan pencariannya tidak keliru?,Budi adalah mahasiswa baru yang panik karena namanya belum terdaftar di sistem PDDikti saat ini. Kenapa hal ini bisa terjadi dan apa yang harus ditunggu oleh Budi?,Pak Roni yang merupakan lulusan angkatan 1995 bingung karena profil kuliahnya tidak ditemukan di PDDikti. Apakah data sebelum tahun 2003 memang tidak wajib tercatat di sistem tersebut?,Siska lulusan tahun 2010 sudah mencari namanya dengan benar tapi datanya tetap tidak ditemukan di PDDikti. Siapa pihak di kampus yang harus segera dihubungi Siska untuk menangani masalah ini?,Dono sudah berkali-kali memasukkan kata kunci pencarian dengan benar tapi data kuliah angkatan 2015 miliknya tetap nihil. Gimana sih ini solusinya kalau mau lapor ke program studi?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"Status belum lulus di PDDikti, padahal sudah wisuda","Jika status belum diperbarui, maka: 
 1. Data akan diperbarui secara berkala setelah wisuda 
 2. Jika lebih dari 3 hari belum update, ajukan melalui http://ugm.id/PDLdikti","Status belum lulus di PDDikti, padahal sudah wisuda",Kapan biasanya data kelulusan diperbarui di sistem PDDikti setelah mahasiswa diwisuda?,Bagaimana cara mengurus status yang masih belum lulus di PDDikti padahal sudah wisuda?,Berapa lama batas waktu wajar menunggu pembaruan data PDDikti setelah acara wisuda?,Ke mana saya harus mengajukan laporan jika status PDDikti tidak berubah setelah 3 hari wisuda?,Apakah data status mahasiswa akan otomatis diperbarui usai mengikuti wisuda?,Apa tautan yang bisa digunakan untuk mengurus pembaruan status lulus di PDDikti?,Kenapa status saya di PDDikti masih aktif padahal minggu lalu saya sudah wisuda?,Apa yang harus saya lakukan agar status PDDikti berubah menjadi lulus?,Di mana saya bisa melaporkan keterlambatan pembaruan status lulus setelah lebih dari tiga hari?,Apakah ada sistem pembaruan berkala untuk mengubah status mahasiswa menjadi lulus?,"Sinta sudah mengikuti prosesi wisuda, namun statusnya di PDDikti masih tercatat sebagai mahasiswa aktif. Bagaimana sebenarnya mekanisme pembaruan data kelulusan ini dilakukan?",Maya baru saja wisuda kemarin dan langsung mengecek statusnya di PDDikti yang ternyata belum berubah menjadi lulus. Berapa lama periode pembaruan berkala yang harus ditunggu sebelum dia boleh melapor?,Sudah seminggu berlalu sejak wisuda tapi status kelulusan Roni di PDDikti masih belum diperbarui. Gimana sih ini cara mengajukan perbaikan lewat tautan ugm.id yang tersedia?,"Budi membutuhkan status lulus di PDDikti untuk melamar pekerjaan, namun datanya belum update meski sudah lewat 3 hari dari wisuda. Tolong bantu dong, ke alamat web mana laporan ini harus dikirimkan?",Ani mendapati status kuliahnya tidak kunjung berubah setelah wisuda lebih dari 3 hari yang lalu. Apa yang harus dilakukan Ani melalui link http://ugm.id/PDLdikti agar datanya diperbarui?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"IPK tidak muncul saat daftar PPG, bagaimana?","Jika IPK tidak muncul, silakan ajukan perubahan melalui http://ugm.id/PDLdikti dengan melampirkan ijazah dan transkrip.","IPK tidak muncul saat daftar PPG, bagaimana?",Apa yang harus dilakukan jika nilai IPK kosong saat mendaftar PPG?,Ke mana saya harus mengajukan perubahan jika IPK tidak muncul?,Dokumen apa saja yang wajib dilampirkan untuk mengatasi IPK yang tidak muncul?,Apakah saya perlu melampirkan transkrip nilai jika IPK tidak keluar saat daftar PPG?,Tautan apa yang harus diakses untuk memperbaiki data IPK yang hilang?,Saya sedang daftar PPG tapi IPK saya tidak terdeteksi. Bagaimana solusinya?,Berkas apa yang disiapkan untuk mengurus IPK yang tidak muncul di sistem PPG?,Di mana saya bisa mengunggah ijazah dan transkrip untuk perbaikan data IPK?,Apakah ijazah diperlukan sebagai syarat perubahan data jika IPK tidak tampil?,Langkah apa yang harus saya ambil ketika sistem pendaftaran PPG tidak memunculkan IPK saya?,Roni sedang mendaftar PPG tetapi nilai IPK miliknya tidak muncul di sistem pendaftaran. Apa langkah yang harus diambil Roni untuk mengajukan perubahan data tersebut?,Lia mendapati kolom IPK-nya kosong saat ingin registrasi PPG padahal data lainnya sudah benar. Link ugm.id mana yang harus diakses Lia untuk mengatasi kendala ini?,Siska ingin memperbaiki data IPK yang tidak muncul untuk keperluan PPG melalui http://ugm.id/PDLdikti. Dokumen apa saja yang harus disiapkan dan dilampirkan oleh Siska?,"Andi merasa bingung karena IPK tidak keluar di portal PPG padahal ijazah sudah ada. Gimana sih ini, apa benar lapornya harus melampirkan transkrip dan ijazah ke sistem PDLdikti?","IPK milik Budi tidak muncul saat mau daftar PPG, tolong bantuin dong solusinya bagaimana dan apa saja syarat dokumen yang harus diunggah ke link pengajuan?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,"Nomor ijazah tidak muncul di PDDikti, bagaimana?","Jika nomor ijazah belum muncul, silakan ajukan perubahan melalui http://ugm.id/PDLdikti dengan melampirkan ijazah dan transkrip.","Nomor ijazah tidak muncul di PDDikti, bagaimana?",Apa solusinya jika nomor ijazah tidak tertera di PDDikti?,Ke mana pengajuan perubahan data dilakukan bila nomor ijazah belum muncul di PDDikti?,Dokumen apa yang harus diunggah untuk memperbaiki nomor ijazah yang kosong di PDDikti?,Apakah transkrip nilai perlu dilampirkan saat mengurus nomor ijazah yang tidak keluar di PDDikti?,Link apa yang digunakan untuk melaporkan nomor ijazah yang belum muncul?,Saya sudah cek PDDikti tapi nomor ijazah saya tidak ada. Apa yang harus saya lakukan?,Berkas apa saja yang diminta untuk memunculkan nomor ijazah?,Di mana saya bisa memperbarui data agar nomor ijazah tampil di PDDikti?,Apakah melampirkan ijazah saja cukup untuk memperbaiki data PDDikti yang tidak ada nomor ijazahnya?,Bagaimana prosedur perbaikan data jika profil PDDikti saya tidak memuat nomor ijazah?,Budi baru cek PDDikti tapi nomor ijazahnya belum ada di sana. Apa yang sebenarnya harus Budi lakukan supaya nomornya muncul?,Roni panik karena nomor ijazahnya belum terdaftar di sistem PDDikti padahal mau daftar kerja. Gimana sih cara ngurusnya ini?,Siti sudah lulus tapi pas dicek nomor ijazah di PDDikti masih kosong. Dokumen apa saja yang perlu Siti siapkan buat lapor lewat link resmi yang tersedia?,Iwan mau ajuin pembaruan nomor ijazah di PDDikti lewat portal yang disediakan UGM. Link mana yang harus Iwan buka biar cepat diproses?,"Andi bingung nomor ijazahnya tidak tampil di PDDikti. Tolong bantu Andi, langkah apa yang paling tepat buat mengatasi masalah ini sekarang?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Kenapa data lulusan UGM tidak ditemukan di SIVIL?,"SIVIL terintegrasi dengan PDDikti. Jika nomor ijazah tidak ditemukan di SIVIL, silakan cek terlebih dahulu data lulusan di PDDikti. Pastikan status sudah “Lulus” dan nomor ijazah sudah tampil. Jika belum sesuai, ajukan permohonan perubahan melalui http://ugm.id/PDLdikti dengan melampirkan ijazah dan transkrip.",Kenapa data lulusan UGM tidak ditemukan di SIVIL?,Mengapa data seorang lulusan bisa tidak ditemukan di SIVIL?,Sistem apa yang terintegrasi langsung dengan SIVIL?,Apa yang harus dicek pertama kali jika nomor ijazah tidak ada di SIVIL?,Status apa yang harus dipastikan di PDDikti agar data muncul di SIVIL?,Apa yang harus dilakukan jika data di PDDikti belum berstatus Lulus dan tidak ada nomor ijazahnya?,Melalui tautan mana permohonan perubahan data diajukan jika data SIVIL tidak sesuai?,Dokumen apa saja yang dilampirkan untuk memperbaiki data kelulusan yang tidak ada di SIVIL?,Data saya tidak ditemukan di SIVIL. Berkas apa yang perlu saya siapkan untuk perbaikan?,Apakah saya harus mengecek nomor ijazah di PDDikti jika SIVIL tidak menemukan data saya?,Bagaimana cara mengurus status kelulusan dan nomor ijazah yang belum tampil agar sinkron dengan SIVIL?,Maya mau verifikasi ijazah di SIVIL tapi datanya nggak ketemu. Kenapa hal ini bisa terjadi dan apa yang harus dia pastikan pertama kali?,Agus cek di SIVIL ijazahnya tidak terdaftar padahal dia alumni UGM. Apa yang harus Agus pastikan di data PDDikti-nya biar data di SIVIL sinkron?,Data lulusan punya Rani tidak ada di sistem SIVIL Kemendikbud. Gimana solusinya kalau Rani ternyata statusnya belum tertulis Lulus di PDDikti?,"Budi sudah cek SIVIL tapi nihil, sedangkan nomor ijazah di PDDikti juga belum muncul. Ke mana Budi harus melapor dan apa lampirannya?",Ijazah Sinta tidak terdeteksi di SIVIL padahal butuh buat validasi. Tolong kasih tahu langkah-langkah yang harus Sinta tempuh biar datanya masuk ke SIVIL.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Bagaimana cara mengubah data mahasiswa di PDDikti?,"Perubahan data tidak dapat dilakukan langsung oleh mahasiswa atau alumni. Jika terdapat data yang tidak sesuai, silakan ajukan permohonan melalui http://ugm.id/PDMdikti dengan melampirkan: 
 1. Mahasiswa aktif: KK, KTP, dan KTM 
 2. Lulusan: KK, KTP, ijazah, dan transkrip",Bagaimana cara mengubah data mahasiswa di PDDikti?,Apa ketentuan dasar dalam melakukan perubahan data di PDDikti?,Di mana saya bisa mengakses formulir pengajuan perubahan data mahasiswa?,Siapa yang berhak mengubah data secara langsung di sistem?,Apakah mahasiswa aktif bisa langsung merubah datanya sendiri?,Dokumen apa saja yang wajib diunggah oleh mahasiswa aktif untuk ralat biodata?,Apa syarat dokumen ralat data bagi seorang lulusan atau alumni?,"Saya mahasiswa aktif yang ingin meralat data, ke mana saya harus mengajukan permohonan?",Mengapa saya tidak diizinkan meralat sendiri biodata di portal PDDikti?,"Selain KTP dan KK, dokumen apa yang dibutuhkan mahasiswa aktif?",Apakah alumni perlu melampirkan ijazah dan transkrip untuk keperluan perbaikan data?,Nama Doni salah ketik di PDDikti padahal dia masih mahasiswa aktif. Gimana cara Doni minta perbaikan data karena dia nggak bisa ubah sendiri?,Eka sudah jadi alumni tapi NIK di data PDDikti ternyata keliru. Dokumen apa saja yang harus Eka siapkan buat pengajuan lewat link resmi?,Andi mahasiswa aktif UGM mau ganti data di PDDikti dan sudah punya KTP serta KK. Apa satu dokumen lagi yang wajib Andi lampirkan?,Rina mau memperbaiki data kelulusannya di sistem PDDikti lewat jalur resmi universitas. Link mana yang harus Rina akses biar masalahnya cepat kelar?,"Yusuf bingung mau update data mahasiswa di PDDikti tapi tidak ada menu edit langsung. Tolong bantu Yusuf, apa prosedur yang benar buat pengajuan perubahan ini?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Kenapa alumni sebelum 2003 tidak muncul di PDDikti?,"Data PDDikti mulai dicatat sejak tahun ajaran 2003/2004. Untuk alumni sebelum tahun tersebut, verifikasi ijazah dilakukan di perguruan tinggi masing-masing melalui legalisir ijazah atau permohonan surat keterangan ke program studi asal.",Kenapa alumni sebelum 2003 tidak muncul di PDDikti?,Apa alasan utama data alumni sebelum tahun 2003 tidak ada di PDDikti?,Mulai tahun ajaran berapa pencatatan data PDDikti diberlakukan secara resmi?,Kenapa profil saya sebagai lulusan tahun 2001 tidak ditemukan di sistem?,Bagaimana prosedur verifikasi ijazah untuk lulusan sebelum tahun 2003?,Ke mana alumni sebelum tahun 2003 harus mengajukan verifikasi ijazah?,Apakah lulusan tahun 1998 bisa mencari datanya di PDDikti?,Apa solusi alternatif jika data kelulusan tahun 1999 tidak muncul?,Bisakah legalisir ijazah digunakan sebagai verifikasi untuk angkatan lama?,Mengapa pencarian nama mahasiswa angkatan 2000 selalu gagal di portal?,Apakah saya bisa meminta surat keterangan ke program studi untuk verifikasi ijazah lawas?,"Andi lulusan tahun 1999 bingung kenapa datanya tidak ada di sistem PDDikti, apa alasan sebenarnya data lama tidak muncul?","Budi mau melamar kerja tapi ijazah angkatan 2000 miliknya tidak terdaftar online, bagaimana cara verifikasinya kalau begini?","Ijazah kelulusan tahun 1995 milik Roni tidak ditemukan di PDDikti, tolong bantu kasih tahu langkah legalisirnya dong.","Siska alumni tahun 2001 ingin minta surat keterangan karena namanya tidak ada di database pusat, harus lapor ke mana sih ini?","Mengapa data mahasiswa sebelum tahun ajaran 2003/2004 tidak tercatat di PDDikti, tolong jelaskan solusinya buat alumni lama.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Berapa lama proses perbaikan data PDDikti?,Proses perubahan jenis keluar dan perbaikan data mahasiswa dilakukan melalui pengajuan oleh institusi ke PDDikti dengan melampirkan dokumen pendukung. Proses hingga disetujui PDDikti memerlukan waktu sekitar 3 - 4 minggu sejak diajukan.,Berapa lama proses perbaikan data PDDikti?,Apa tahapan awal untuk memproses perbaikan data mahasiswa di PDDikti?,Berapa lama estimasi waktu yang diperlukan untuk perbaikan data PDDikti hingga disetujui?,Pihak mana yang berwenang mengajukan perubahan data tersebut ke pusat?,Berapa lama waktu tunggu persetujuan perubahan jenis keluar sejak diajukan?,Siapa yang bertugas melampirkan dokumen pendukung ke sistem PDDikti?,Mengapa pengajuan ralat data saya belum selesai padahal sudah berjalan dua minggu?,Apakah perbaikan biodata di PDDikti bisa rampung dalam waktu kurang dari seminggu?,Apakah institusi harus selalu menyertakan dokumen pendukung saat mengajukan perbaikan?,Kapan kira-kira persetujuan dari PDDikti atas perubahan data bisa keluar?,Bagaimana alur dari institusi dalam menangani permohonan perubahan data mahasiswa ke pusat?,Berapa lama durasi maksimal proses perbaikan data mahasiswa di PDDikti sejak diajukan oleh kampus?,"Kampus Andi sudah kirim dokumen perbaikan jenis keluar ke PDDikti, kira-kira berapa minggu prosesnya sampai disetujui ya?","Siska butuh data PDDikti diperbaiki secepatnya, tapi katanya butuh waktu 3 sampai 4 minggu, kenapa lama sekali sih ini?","Roni sudah menunggu 3 minggu sejak kampus mengajukan perbaikan datanya ke sistem pusat, apa yang harus dilakukan sekarang?","Bagaimana prosedur dan berapa lama waktu tunggu normal untuk perubahan data di PDDikti setelah institusi melampirkan dokumen, bantuin dong.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
