NO,TITLE,CONTEXT,PERTANYAAN1,PERTANYAAN2,PERTANYAAN3,PERTANYAAN4,PERTANYAAN5,PERTANYAAN6,PERTANYAAN7,PERTANYAAN8,PERTANYAAN9,PERTANYAAN10,PERTANYAAN11,PERTANYAAN12,PERTANYAAN13,PERTANYAAN14,PERTANYAAN15,PERTANYAAN16,PERTANYAAN17,PERTANYAAN18,PERTANYAAN19,PERTANYAAN20,PERTANYAAN21,PERTANYAAN22,PERTANYAAN23,PERTANYAAN24,PERTANYAAN25,PERTANYAAN26,PERTANYAAN27,PERTANYAAN28,PERTANYAAN29,PERTANYAAN30,PERTANYAAN31,PERTANYAAN32,PERTANYAAN33,PERTANYAAN34,PERTANYAAN35,PERTANYAAN36,PERTANYAAN37,PERTANYAAN38,PERTANYAAN39,PERTANYAAN40,PERTANYAAN41,PERTANYAAN42,PERTANYAAN43,PERTANYAAN44,PERTANYAAN45,PERTANYAAN46,PERTANYAAN47,PERTANYAAN48,PERTANYAAN49,PERTANYAAN50,PERTANYAAN51,PERTANYAAN52,PERTANYAAN53,PERTANYAAN54,PERTANYAAN55,PERTANYAAN56,PERTANYAAN57,PERTANYAAN58,PERTANYAAN59,PERTANYAAN60
51,"Rumpun atau prodi belum sesuai, harus bagaimana?","Jika rumpun atau prodi belum sesuai, silakan hubungi Koordinator Fakultas agar dapat disampaikan ke DPP untuk penyesuaian.","Rumpun atau prodi belum sesuai, harus bagaimana?",Apa yang dimaksud dengan prosedur penyesuaian jika rumpun atau prodi belum sesuai?,Siapa pihak pertama yang berwenang untuk dihubungi terkait ketidaksesuaian prodi?,Apa fungsi dari Koordinator Fakultas dalam menangani masalah rumpun yang tidak sesuai?,Ke pihak mana Koordinator Fakultas akan meneruskan laporan permohonan penyesuaian prodi?,"Saya melihat data prodi saya tidak cocok di sistem, ke mana saya harus melapor?",Pihak mana yang pada akhirnya berhak mengeksekusi penyesuaian rumpun atau prodi?,Bagaimana alur pelaporan yang benar untuk memperbaiki data rumpun mahasiswa yang salah?,Tolong arahkan saya karena prodi di sistem tidak sesuai dengan data asli saya.,Apakah mahasiswa harus melaporkan masalah rumpun yang belum sesuai ke DPP secara langsung?,Mengapa penting untuk menghubungi Koordinator Fakultas saat ada kendala prodi yang belum sesuai?,Siapa pihak yang harus dihubungi jika data program studi pada akun tidak tepat?,"Iwan melihat rumpun di profilnya tidak sesuai dengan aslinya, gimana sih ini cara memperbaikinya?","Maya ingin data prodinya disesuaikan oleh DPP karena salah input, tolong bantu langkah lapornya ke siapa.","Roni merasa prodi yang tertera belum sinkron, bagaimana solusinya agar Koordinator Fakultas bisa memproses ini?","Siska mau minta penyesuaian data rumpun ke DPP, siapa yang harus dia hubungi terlebih dahulu?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Kapan waktu pelaporan PDDikti?,"Periode pelaporan PDDikti adalah: 
 1. Pelaporan Semester Gasal: sampai bulan April 
 2. Pelaporan Semester : sampai bulan Oktober",Kapan waktu pelaporan PDDikti?,Apa saja batas waktu untuk periode pelaporan PDDikti?,Sampai bulan apa pelaporan PDDikti semester gasal harus diselesaikan?,Bulan apa yang menjadi batas akhir pelaporan PDDikti semester gasal?,Kapan batas waktu pelaporan PDDikti untuk semester selain gasal?,Apakah pelaporan semester gasal ditutup pada bulan April?,Kapan saya paling lambat harus melaporkan PDDikti untuk semester gasal?,Bulan apa periode pelaporan semester lainnya berakhir?,Apa yang menjadi tenggat waktu pelaporan PDDikti semester gasal?,Kapan periode pelaporan PDDikti mencapai batas akhir untuk semester biasa?,Apakah saya bisa melakukan pelaporan semester gasal setelah bulan April?,"Andi baru mau lapor data PDDikti Semester Gasal di bulan Mei dan ternyata sistem sudah tidak bisa, sebenarnya batas laporannya sampai bulan apa sih?","Budi bingung kapan batas akhir pelaporan PDDikti untuk semester ini, apakah benar sampai bulan Oktober, tolong dibantu informasinya.","Siti sedang merekap data semester gasal dan ingin tahu kapan waktu maksimal pelaporan PDDikti sebelum ditutup, gimana ini solusinya?","Roni sebagai admin baru ingin memastikan periode pelaporan semester gasal itu sampai April atau bukan, tolong bantu dong?","Doni khawatir laporannya terlambat karena sekarang sudah masuk bulan April, sebenarnya kapan batas pelaporan untuk semester gasal, bantuin dong.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Tahapan apa saja untuk pelaporan PDDikti?,"Untuk pelaporan PDDikti, langkah-langkahnya adalah: 
1. Setting KRS oleh Admin Prodi
2. KRS mahasiswa melalui SIMASTER
3. Pelaporan PDDikti di BO Student oleh masing-masing Prodi malai 2 bulan perkuliahan dimulai sampai periode pelaporan ditutup",Tahapan apa saja untuk pelaporan PDDikti?,Apa saja urutan tahapan yang wajib dilakukan dalam pelaporan PDDikti?,Apa langkah pertama yang harus dikerjakan dalam proses pelaporan PDDikti?,Siapa pihak yang memiliki tugas untuk melakukan setting KRS?,Di aplikasi apa mahasiswa diwajibkan untuk mengisi KRS?,Di mana masing-masing Prodi harus melakukan pelaporan PDDikti?,Kapan waktu dimulainya pelaporan PDDikti di BO Student oleh Prodi?,Siapa yang harus turun tangan di tahap paling awal pelaporan PDDikti?,Bagaimana cara mahasiswa berpartisipasi dalam tahapan pelaporan ini?,Sampai kapan Prodi diizinkan melaporkan PDDikti di BO Student?,Apa kewajiban Prodi setelah mahasiswa selesai KRS di SIMASTER?,"Andi sudah login SIMASTER tapi mahasiswa tidak bisa KRS karena admin belum setting, sebenarnya urutan pelaporan PDDikti itu bagaimana sih?","Budi bingung kenapa tidak bisa lapor di BO Student padahal baru satu bulan perkuliahan, apa benar harus tunggu 2 bulan dulu, tolong bantu alurnya.","Siti sudah selesai setting KRS di tingkat prodi, lalu langkah selanjutnya yang harus dilakukan mahasiswa di SIMASTER itu apa ya, bantuin dong.","Roni mau lapor PDDikti tapi bingung tahapannya dimulai dari setting KRS admin atau langsung ke BO Student, gimana sih ini?","Doni sebagai staf admin prodi harus lapor PDDikti, tolong jelasin dong langkah-langkah mulai dari setting KRS sampai ke BO Student.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Apakah pelaporan PDDikti harus berurutan?,"Untuk pelaporan PDDikti, sebaiknya dilakukan secara berurutan karena jika tidak, checkbox tidak akan aktif.",Apakah pelaporan PDDikti harus berurutan?,Apa prinsip dasar mengenai urutan pengerjaan pelaporan PDDikti?,Mengapa proses pelaporan PDDikti sangat disarankan untuk dilakukan secara berurutan?,Apa akibat teknis jika pelaporan PDDikti dikerjakan tidak sesuai urutan?,Apa yang terjadi pada sistem jika saya melompati tahapan pelaporan PDDikti?,Mengapa checkbox di formulir pelaporan PDDikti saya tidak aktif?,Bagaimana cara memastikan agar checkbox aktif selama pelaporan PDDikti?,Apakah saya diperbolehkan mengerjakan pelaporan PDDikti secara acak?,Apa penyebab utama sistem mematikan fungsi checkbox saat pelaporan?,Kenapa sistem mewajibkan langkah pelaporan dilakukan secara sekuensial?,Apa langkah perbaikan jika checkbox tidak mau dicentang saat lapor PDDikti?,"Andi mencoba lapor PDDikti tanpa mengikuti urutan tapi checkbox di sistem malah tidak aktif, ini gimana ya solusinya?","Budi heran kenapa checkbox pelaporannya tidak mau diklik sama sekali, apakah karena pengisiannya tidak berurutan, tolong bantu dong.","Siti ingin langsung lapor ke BO Student tanpa setting KRS terlebih dahulu namun menunya tidak aktif, apa memang harus urut langkahnya?","Roni panik karena checkbox di sistem PDDikti tidak muncul saat mau lapor, ini harus urut ya pengerjaannya, tolong solusinya.","Doni merasa sudah mengisi data tapi tidak berurutan sehingga checkbox tidak aktif, bagaiamana ini biar bisa lanjut laporannya?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Jika pelaporan PDDikti tidak berurutan bagaimana?,"Jika pelaporan PDDikti tidak dilakukan secara berurutan, maka tidak dapat diproses karena checkbox tidak akan aktif.",Jika pelaporan PDDikti tidak berurutan bagaimana?,Apa akibatnya jika pelaporan PDDikti tidak dilakukan secara berurutan?,Mengapa pelaporan PDDikti tidak bisa diproses jika urutannya acak?,Apa yang terjadi pada checkbox jika pelaporan PDDikti tidak urut?,Apakah pelaporan PDDikti bisa dilanjutkan jika saya melompat ke tahapan berikutnya?,Bagaimana status checkbox saat pelaporan PDDikti dilakukan tanpa mengikuti urutan yang benar?,Saya mencoba memproses pelaporan PDDikti secara acak tapi tidak bisa. Kenapa hal ini terjadi?,Apa penyebab utama proses pelaporan PDDikti berhenti atau tidak dapat diproses?,Bolehkah saya melakukan pelaporan PDDikti tanpa mengikuti urutan yang ada?,Kenapa checkbox pelaporan PDDikti saya tidak aktif?,Apa syarat agar checkbox pada pelaporan PDDikti bisa aktif dan diproses?,Apa yang sebenarnya terjadi kalau Andi tidak melakukan pelaporan PDDikti secara berurutan? Gimana ini solusinya?,"Budi ingin memproses laporan PDDikti tapi meloncat tahapannya dan ternyata tidak bisa diproses, kenapa checkbox-nya tidak aktif ya? Bantuin dong.","Susi bingung karena sistem tidak bisa berjalan saat pelaporan PDDikti tidak urut, apa penyebab utama checkbox tidak aktif? Tolong bantu jelasin.",Roni mendapati checkbox tidak menyala saat mau lapor PDDikti karena dia tidak mengikuti urutan input. Bagaimana ini supaya bisa diproses?,"Pelaporan PDDikti milik Joko tersendat karena dia tidak mengikuti urutan, apakah benar checkbox tidak akan aktif jika begini? Gimana nih.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Jika tahapan biodata gagal bagaimana?,"Jika terdapat kendala pada tahap biodata, silakan perhatikan: 
 1. Jika sudah hijau atau ID mahasiswa terisi, dapat diabaikan 
 2. Jika hijau namun masih ada kolom orange, dapat diabaikan dan ajukan update data di http://ugm.id/PDMdikti 
 3. Jika berwarna merah atau ID masih kosong, lakukan pengecekan dan isi di Google Sheet yang dibagikan DPP 
 4. Field NISN, NIK, dan handphone akan diupdate oleh DPP 
 5. Jika ada error lain, isi pada Google Sheet (sheet Biodata)",Jika tahapan biodata gagal bagaimana?,Apa yang harus dilakukan jika terjadi kendala pada tahapan biodata?,Bagaimana langkah penyelesaian jika status biodata berwarna merah atau ID masih kosong?,Apa tindakan yang perlu diambil jika tahap biodata sudah hijau tapi ada kolom yang orange?,"Siapa yang bertugas untuk mengupdate field NISN, NIK, dan nomor handphone pada tahap biodata?",Di mana saya harus mengajukan update data jika status sudah hijau namun masih terdapat kolom orange?,"Jika tahap biodata sudah berwarna hijau dan ID mahasiswa terisi, apa yang harus saya lakukan?",Ke mana saya harus melaporkan error lain yang tidak teridentifikasi pada tahapan biodata?,"Jika ID mahasiswa masih kosong saat pengisian biodata, dokumen apa yang harus saya isi?",Saya menemukan error pada tahap biodata di luar ketentuan warna. Di sheet mana saya harus melapor?,Apakah saya perlu memperbaiki data jika tahap biodata sudah berwarna hijau sepenuhnya?,Apa langkah yang harus diambil Siti kalau tahap biodatanya gagal dan indikatornya berwarna merah atau ID kosong? Tolong bantu caranya.,"ID mahasiswa milik Agus sudah terisi dan warnanya sudah hijau, tapi dia takut ada kendala di tahap biodata. Gimana ini, apa boleh diabaikan saja?","Biodata Linda sudah hijau tapi masih ada kolom warna orange, dia harus ajukan update data ke link mana sih? Mohon bantuannya.","Field NIK dan handphone milik Dodi belum terupdate di tahap biodata, apa benar ini akan diupdate otomatis oleh DPP? Bagaimana solusinya?","Eko menemukan error lain yang tidak biasa di tahap biodata, dia harus mengisi laporannya di Google Sheet bagian mana? Bantuin dong.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"Jika tahapan Mahasiswa gagal, harus bagaimana?","Jika terjadi kendala pada tahapan Mahasiswa, silakan perhatikan: 
 1. Jika sudah hijau atau ID Registrasi mahasiswa sudah terisi, maka abaikan saja 
 2. Jika berwarna merah atau ID Registrasi masih kosong, lakukan pengecekan dan tuliskan di sheet Mahasiswa dengan keterangan error 
 3. Untuk ID Pembayaran akan diupdate terlebih dahulu, selain itu mohon diisi di sheet Mahasiswa","Jika tahapan Mahasiswa gagal, harus bagaimana?",Apa langkah penanganan jika terjadi kendala pada tahapan Mahasiswa?,Apa yang harus dilakukan jika ID Registrasi mahasiswa sudah terisi atau indikator berwarna hijau?,Bagaimana solusi jika status pada tahapan Mahasiswa berwarna merah atau ID Registrasi masih kosong?,Di mana saya harus menuliskan keterangan error jika ID Registrasi kosong?,Bagaimana ketentuan proses update terkait ID Pembayaran pada tahapan Mahasiswa?,Bagaimana penanganan untuk kendala di luar urusan ID Pembayaran pada tahap Mahasiswa?,Saya mengalami error berwarna merah pada tahap Mahasiswa. Apa yang perlu saya laporkan?,Haruskah saya melakukan tindakan khusus jika indikator tahap Mahasiswa sudah berwarna hijau?,Ke mana saya harus melaporkan kendala ID Registrasi kosong pada tahapan Mahasiswa?,Apa tanda bahwa tahapan Mahasiswa sudah berhasil dan bisa diabaikan tanpa perlu perbaikan?,Apa yang harus dilakukan Roni jika tahapan Mahasiswa miliknya gagal dan ID Registrasinya masih kosong? Gimana ini solusinya?,"Status tahapan Mahasiswa milik Ani sudah hijau dan ID Registrasi sudah ada, apakah kendala ini bisa diabaikan saja? Tolong bantu penjelasannya.","Budi melihat warna merah di tahap Mahasiswa dan ID Registrasi kosong, dia harus menuliskan keterangan error di sheet mana ya? Bagaimana ini?","ID Pembayaran milik Iwan belum muncul di tahapan Mahasiswa, apakah bagian ini akan diupdate terlebih dahulu oleh sistem? Bantuin dong.","Maya bingung karena ID Registrasi mahasiswa belum terisi, selain ID Pembayaran data apa lagi yang harus diisi di sheet Mahasiswa? Tolong bantu ya.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"Jika tahapan Mata Kuliah gagal, harus bagaimana?","Jika terjadi kendala pada tahapan Mata Kuliah, silakan perhatikan: 
 1. Jika error “sudah ada”, maka dapat diabaikan 
 2. Jika error terkait data mata kuliah (kurikulum, SKS, dll), mohon diisi di sheet Mata Kuliah","Jika tahapan Mata Kuliah gagal, harus bagaimana?",Apa yang harus dilakukan jika terjadi kendala pada tahapan Mata Kuliah?,Bagaimana solusi dasar untuk mengatasi error saat proses tahapan Mata Kuliah?,Apa arti pesan error sudah ada pada tahapan Mata Kuliah?,Apakah pesan error sudah ada pada tahapan Mata Kuliah perlu ditindaklanjuti?,Tindakan apa yang harus diambil jika muncul error sudah ada?,Ke mana harus melaporkan jika ada error terkait data kurikulum mata kuliah?,Di mana saya harus mengisi data jika terdapat masalah pada SKS mata kuliah?,Informasi apa saja yang harus diisi di sheet Mata Kuliah?,Bagaimana cara mengatasi error terkait data mata kuliah seperti SKS dan kurikulum?,Apakah masalah pada data kurikulum mata kuliah harus dicatat di sheet tertentu?,"Andi mencoba memproses data tapi muncul pesan error bertuliskan sudah ada pada tahapan Mata Kuliah. Gmn sih ini, apa yang harus Andi lakukan?","Budi menemukan kendala terkait data kurikulum dan SKS yang salah saat input mata kuliah. Tolong bantu, di sheet mana Budi harus mengisi perbaikannya?",Roni bingung karena sistem menolak input dengan notifikasi data sudah ada. Bagaimana solusinya agar Roni bisa melanjutkan ke tahap berikutnya?,Siti melihat ada kesalahan pada isian SKS di bagian mata kuliah dan prosesnya gagal. Apa yang harus dilakukan Siti supaya data tersebut benar?,"Dedi mengalami error saat sinkronisasi mata kuliah karena masalah data kurikulum yang tidak valid. Bantuin dong, langkah apa yang harus diambil?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Bagaimana jika klik pada tahapan chekpoint1 ada pesan error Data sks semester tidak sesuai dengan jumlah sks KRS yang di tempuh mahasiswa?,"Jika terjadi kendala pada tahapan chekpoint1, silakan cek data di BO Student menu Evaluasi Studi - Forlap1, silahkan lakukan pelaporan mata kuliah yang belum ada, jika ada yang belum sesuai silakan hubungi Tim IT DPP.",Bagaimana jika klik pada tahapan chekpoint1 ada pesan error Data sks semester tidak sesuai dengan jumlah sks KRS yang di tempuh mahasiswa?,Apa yang harus dilakukan saat terjadi kendala pada tahapan chekpoint1?,Ke mana saya harus mengecek data jika ada error sks semester tidak sesuai dengan KRS?,Menu apa yang harus dibuka di BO Student saat tahapan chekpoint1 bermasalah?,Bagaimana cara mengatasi pesan error Data SKS semester tidak sesuai dengan jumlah SKS KRS mahasiswa?,Apa tindakan selanjutnya setelah mengecek menu Evaluasi Studi Forlap1?,Bagaimana cara menangani mata kuliah yang belum ada pada tahapan chekpoint1?,Siapa yang harus dihubungi jika data pada tahapan chekpoint1 masih belum sesuai?,Apakah saya harus menghubungi Tim IT DPP jika ada ketidaksesuaian data SKS semester?,Di mana lokasi menu untuk mengecek kesesuaian data tahapan chekpoint1?,Langkah apa yang dilakukan untuk pelaporan mata kuliah yang belum ada di sistem?,"Andi menekan tombol checkpoint1 tapi muncul peringatan jumlah SKS semester tidak sesuai dengan KRS. Gmn sih ini, menu apa yang harus Andi cek di BO Student?","Budi melihat ada mata kuliah yang hilang di menu Evaluasi Studi - Forlap1 saat terjadi error checkpoint1. Tolong bantu, Budi harus melapor ke mana?",Roni mendapati data SKS mahasiswa tidak sinkron dengan KRS saat masuk tahap checkpoint1. Bagaimana solusinya jika data masih tetap tidak sesuai?,Siti ingin memperbaiki error SKS di checkpoint1 dan sudah masuk ke menu Evaluasi Studi. Apa yang harus dilakukan Siti jika ingin melaporkan mata kuliah yang belum ada?,"Dedi gagal melewati checkpoint1 karena masalah ketidaksesuaian SKS dan butuh bantuan teknis segera. Bantuin dong, tim mana yang harus Dedi hubungi?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"Jika tahapan Kelas Kuliah gagal, harus bagaimana?","Jika terjadi kendala pada tahapan Kelas Kuliah, silakan perhatikan: 
 1. Jika tidak ada centang, pastikan ID Matkul sudah terisi dari proses sebelumnya 
 2. Jika proses mata kuliah masih error, lanjutkan ke data yang dapat diproses 
 3. Untuk ID Matkul kosong akan diupdate terlebih dahulu, sedangkan error beda SKS mohon diisi di sheet Kelas Kuliah","Jika tahapan Kelas Kuliah gagal, harus bagaimana?",Apa yang harus diperhatikan jika terjadi kendala pada tahapan Kelas Kuliah?,Apa penyebab tidak ada centang pada proses tahapan Kelas Kuliah?,Hal apa yang harus dipastikan jika tahapan Kelas Kuliah tidak mencentang?,Apa yang harus dilakukan jika proses mata kuliah masih mengalami error?,Apakah data yang tidak error boleh diproses berlanjut jika proses mata kuliah masih bermasalah?,Bagaimana penanganan untuk ID Matkul yang kosong pada tahapan Kelas Kuliah?,Apa yang akan terjadi pada sistem untuk ID Matkul yang masih kosong?,Di mana saya harus mengisi data jika terjadi error beda SKS pada tahapan Kelas Kuliah?,Apa solusi untuk mengatasi pesan error beda SKS saat proses kelas kuliah?,Ke mana laporan error beda SKS pada tahapan Kelas Kuliah harus dimasukkan?,"Andi melihat tidak ada tanda centang pada tahapan Kelas Kuliah padahal sudah diproses. Gmn sih ini, bagian ID Matkul mana yang harus Andi pastikan?","Budi mengalami error perbedaan SKS pada data kelas kuliah yang sedang dikerjakan. Tolong bantu, di sheet mana Budi harus menginput data yang benar?",Roni menemukan ID Matkul miliknya masih kosong saat masuk ke tahap Kelas Kuliah. Apa yang harus dilakukan Roni agar ID tersebut bisa terupdate?,Siti mendapati proses mata kuliahnya masih error tapi ingin lanjut mengerjakan data lain yang bisa diproses. Bagaimana solusinya biar tetap jalan?,"Dedi gagal di tahap kelas kuliah karena masalah ID Matkul yang tidak muncul otomatis dari proses sebelumnya. Bantuin dong, apa yang harus dipastikan Dedi?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
