NO,TITLE,CONTEXT,PERTANYAAN1,PERTANYAAN2,PERTANYAAN3,PERTANYAAN4,PERTANYAAN5,PERTANYAAN6,PERTANYAAN7,PERTANYAAN8,PERTANYAAN9,PERTANYAAN10,PERTANYAAN11,PERTANYAAN12,PERTANYAAN13,PERTANYAAN14,PERTANYAAN15,PERTANYAAN16,PERTANYAAN17,PERTANYAAN18,PERTANYAAN19,PERTANYAAN20,PERTANYAAN21,PERTANYAAN22,PERTANYAAN23,PERTANYAAN24,PERTANYAAN25,PERTANYAAN26,PERTANYAAN27,PERTANYAAN28,PERTANYAAN29,PERTANYAAN30,PERTANYAAN31,PERTANYAAN32,PERTANYAAN33,PERTANYAAN34,PERTANYAAN35,PERTANYAAN36,PERTANYAAN37,PERTANYAAN38,PERTANYAAN39,PERTANYAAN40,PERTANYAAN41,PERTANYAAN42,PERTANYAAN43,PERTANYAAN44,PERTANYAAN45,PERTANYAAN46,PERTANYAAN47,PERTANYAAN48,PERTANYAAN49,PERTANYAAN50,PERTANYAAN51,PERTANYAAN52,PERTANYAAN53,PERTANYAAN54,PERTANYAAN55,PERTANYAAN56,PERTANYAAN57,PERTANYAAN58,PERTANYAAN59,PERTANYAAN60
31,Apakah atlet perlu surat keterangan khusus?,"Untuk atlet, sertifikat harus diketahui oleh KONI atau induk organisasi terkait.",Apakah atlet perlu surat keterangan khusus?,Apa syarat dokumen untuk pendaftar dari jalur atlet?,Siapa pihak yang berwenang atas sertifikat calon mahasiswa jalur atlet?,Apakah sertifikat atlet wajib disahkan oleh organisasi tertentu?,Lembaga apa yang harus mengetahui sertifikat pendaftaran untuk atlet?,Bagaimana ketentuan sertifikat prestasi bagi calon mahasiswa jalur atlet?,Apakah KONI harus menyetujui sertifikat prestasi atlet yang digunakan mendaftar?,Apa peran induk organisasi olahraga terkait bagi pendaftar jalur atlet?,Siapa yang berhak menyetujui sertifikat atlet selain KONI?,Dokumen khusus apa yang diwajibkan bagi calon pendaftar atlet?,Bisakah sertifikat atlet dilampirkan tanpa adanya tanda tangan dari KONI?,Saya memiliki sertifikat juara renang tingkat nasional. Siapa yang harus mengesahkan sertifikat saya sebelum diunggah?,Sertifikat bulu tangkis saya diterbitkan langsung oleh pihak sekolah. Apakah saya perlu meminta persetujuan organisasi lain untuk mendaftar?,Saya atlet bela diri dan ingin mendaftar ke kampus. Kelembagaan mana yang harus saya hubungi untuk melegalisir sertifikat prestasi saya?,Sertifikat juara karate saya belum memiliki cap resmi dari KONI. Apakah dokumen tersebut sudah sah digunakan untuk mendaftar?,"Sebagai atlet tenis meja, induk organisasi mana yang harus mengetahui sertifikat saya agar valid untuk syarat pendaftaran?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Bisa daftar PBU Tidak Mampu pakai SKTM?,"Untuk jalur PBU Tidak Mampu, syaratnya harus memiliki KIP atau kartu sejenis, bukan SKTM.",Bisa daftar PBU Tidak Mampu pakai SKTM?,Apa dokumen yang menjadi syarat mendaftar jalur PBU Tidak Mampu?,Kartu apa yang diwajibkan bagi pendaftar jalur PBU Tidak Mampu?,Apakah SKTM diizinkan sebagai syarat mendaftar PBU Tidak Mampu?,Dokumen apa yang bisa dipakai untuk menggantikan KIP dalam pendaftaran PBU Tidak Mampu?,Apa syarat administrasi utama jika ingin mendaftar lewat jalur PBU Tidak Mampu?,Bolehkah peserta menggunakan Surat Keterangan Tidak Mampu untuk mendaftar jalur ini?,Apa fungsi utama KIP dalam pendaftaran jalur PBU Tidak Mampu?,"Selain KIP, apakah ada kartu bantuan lain yang diterima untuk mendaftar PBU Tidak Mampu?",Mengapa dokumen SKTM tidak bisa diterima untuk pendaftaran jalur PBU Tidak Mampu?,Apakah calon pendaftar wajib mempunyai KIP atau kartu sejenis bila ingin memilih jalur PBU Tidak Mampu?,Saya ingin mendaftar jalur PBU Tidak Mampu namun hanya memegang SKTM dari kelurahan. Apakah saya bisa meneruskan pendaftaran?,"Keluarga saya tidak mendapatkan KIP, tapi kami punya kartu bantuan sosial sejenis dari pemerintah daerah. Bisakah kartu itu dipakai untuk mendaftar?",Saya sedang mengumpulkan berkas PBU Tidak Mampu dan bingung memilih antara KIP atau SKTM. Dokumen mana yang seharusnya saya lampirkan?,Saya baru mengurus SKTM untuk keperluan keringanan biaya kuliah. Apakah surat tersebut valid untuk mendaftar PBU Tidak Mampu?,Adik saya akan mendaftar PBU Tidak Mampu bermodalkan KIP dari sekolahnya. Apakah berkas tersebut sudah sesuai dengan ketentuan?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Apakah UGM menerima lintas jurusan?,UGM menerima pendaftar lintas jurusan.,Apakah UGM menerima lintas jurusan?,Apa kebijakan penerimaan mahasiswa baru mengenai pendaftar lintas jurusan?,Apakah pihak kampus mengizinkan calon mahasiswa untuk mendaftar lintas jurusan?,Bolehkah peserta mendaftar ke program studi yang berbeda dengan jurusan asalnya di SMA?,Apakah terdapat larangan untuk mengambil lintas jurusan saat pendaftaran?,Bagaimana aturan terkait penentuan program studi bagi peserta lintas jurusan?,Apakah siswa dari jurusan IPS bisa memilih program studi Saintek?,Bisakah lulusan jurusan IPA mendaftar ke program studi Soshum?,Apakah peserta pendaftaran wajib mengambil jurusan yang sejalan dengan riwayat pendidikannya?,Apakah ada peluang bagi calon mahasiswa baru untuk melakukan lintas jurusan?,Bagaimana ketentuan bagi pendaftar yang berniat melakukan lintas jurusan di kampus ini?,Saya lulusan jurusan Bahasa saat SMA dan berniat mendaftar prodi Hukum. Apakah hal tersebut diperbolehkan?,"Mayoritas nilai rapor saya adalah IPA, namun saya sangat tertarik masuk ke program studi Manajemen. Bisakah saya mendaftar ke prodi itu?",Teman saya berasal dari SMK jurusan Akuntansi dan ingin mendaftar program studi Teknik Sipil. Apakah dia berkesempatan untuk diterima?,Saya merasa takut tidak bisa memilih jurusan yang saya impikan karena berbeda rumpun ilmu sewaktu SMA. Apakah saya tetap diizinkan mendaftar lintas jurusan?,Saya merupakan siswa kelas 12 IPS yang ingin masuk ke program studi Kedokteran Hewan. Apakah pendaftaran saya dapat diproses?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Apakah Seleksi Mandiri masih ada TPA?,"Pada seleksi CBT, materi tes meliputi TKA saintek/soshum, TKDU, dan TPA.",Apakah Seleksi Mandiri masih ada TPA?,Apa itu cakupan materi tes pada seleksi CBT?,Tes apa saja yang menjadi materi ujian dalam seleksi CBT?,Apakah Tes Potensi Akademik masih menjadi bagian dari ujian seleksi CBT?,Apakah TKA saintek dan soshum termasuk dalam materi tes seleksi CBT?,Apa kepanjangan dari jenis ujian kemampuan dasar yang diujikan pada seleksi CBT?,Apakah peserta diwajibkan mengikuti ujian TKDU dalam seleksi CBT?,Komponen ujian apa saja yang wajib diikuti oleh para peserta CBT?,Apakah keseluruhan materi CBT mencakup ujian TPA?,Apakah pendaftar akan mengerjakan soal saintek atau soshum pada ujian CBT?,Apa sajakah tes yang membentuk materi ujian CBT secara keseluruhan?,Saya sedang mempersiapkan diri mengikuti ujian CBT. Materi ujian apa sajakah yang harus saya pelajari agar lulus?,Teman saya berfokus belajar TPA setiap sore. Apakah tes tersebut memang akan keluar di ujian CBT nanti?,"Saya adalah siswa IPS yang bersiap mengikuti CBT esok hari. Di samping TKA soshum, soal apa lagi yang akan saya hadapi?",Kakak saya bilang bahwa ujian CBT murni hanya menguji TKDU saja. Apakah pernyataan itu benar adanya?,Saya kebingungan menyusun jadwal belajar untuk menghadapi CBT. Komponen tes apa saja yang semestinya saya prioritaskan?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Apakah ada uang pangkal di jalur mandiri?,"Pada jalur mandiri, tidak ada uang pangkal. Adanya Iuran Pengembangan Institusi (IPI) yang dikenakan pada camaba tertentu (UKT PU). Informasi lengkap dapat dilihat di https://admissions.ugm.ac.id/",Apakah ada uang pangkal di jalur mandiri?,Apa kebijakan mengenai uang pangkal pada jalur pendaftaran mandiri?,Apakah mahasiswa yang lolos lewat jalur mandiri akan dibebani uang pangkal?,Apa nama pungutan yang diberlakukan sebagai pengganti uang pangkal di jalur mandiri?,Siapa sajakah calon mahasiswa yang akan dikenakan Iuran Pengembangan Institusi?,Apa yang dimaksud dengan Iuran Pengembangan Institusi dalam konteks jalur mandiri?,Apakah semua mahasiswa baru jalur mandiri diwajibkan membayar IPI?,Di mana pendaftar bisa melihat informasi detail mengenai IPI?,Apakah mahasiswa dengan status UKT PU diharuskan membayar biaya pengembangan institusi?,Apakah terdapat pungutan uang pangkal selain IPI di jalur mandiri?,Apa tautan resmi yang dapat diakses untuk mengecek informasi lengkap tentang biaya jalur mandiri?,Keluarga saya sudah menabung untuk membayar uang pangkal jalur mandiri. Apakah biaya tersebut memang ditagihkan oleh kampus?,Saya dinyatakan lolos jalur mandiri dengan kategori UKT PU. Apakah saya diwajibkan membayar iuran tambahan untuk institusi?,Saya ingin mengetahui rincian biaya pengembangan institusi secara lengkap dan resmi. Di situs web mana saya bisa membacanya?,Banyak yang bilang kalau semua peserta lolos mandiri pasti membayar uang pangkal yang mahal. Apakah berita tersebut benar?,Saya termasuk golongan mahasiswa baru yang tidak dikenakan UKT PU. Apakah saya tetap memiliki kewajiban membayar Iuran Pengembangan Institusi?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Berapa jumlah soal UM UGM CBT?,"Untuk UM UGM CBT, materi tes meliputi TKA saintek/soshum, TKDU, dan TPA.",Berapa jumlah soal UM UGM CBT?,Apa saja materi yang diujikan dalam UM UGM CBT?,Tes apa saja yang termasuk dalam kelompok ujian CBT UGM?,Apakah ada ujian TPA di UM UGM CBT?,Sebutkan materi tes untuk seleksi UM UGM CBT!,Apa saja komponen materi tes UM UGM CBT?,Kelompok tes TKA apa yang ada di UM UGM CBT?,Apakah ujian TKDU masuk dalam materi UM UGM CBT?,Sebutkan daftar materi ujian untuk UM UGM CBT.,Apa saja tiga materi tes utama pada seleksi UM UGM CBT?,Apakah ada materi saintek dan soshum dalam ujian CBT UGM?,Saya ingin persiapan UM UGM CBT bulan depan. Materi apa saja yang harus saya pelajari?,Teman saya bingung membagi waktu belajar untuk seleksi mandiri UGM. Ujian apa saja yang akan dia hadapi di CBT nanti?,Saya jurusan IPS dan mau ikut CBT UGM. Tes apa saja yang akan diujikan untuk kelompok saya?,Anak saya akan mengikuti ujian UM UGM CBT minggu depan. Komponen tes apa saja yang ada di ujian tersebut?,Saya sedang menyusun jadwal bimbingan belajar untuk murid yang ikut seleksi UGM. Materi tes apa saja yang harus dimasukkan ke dalam program belajarnya?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Apakah UM UGM CBT pakai UTBK?,Penilaian UM UGM CBT menggunakan nilai UTBK dan nilai CBT.,Apakah UM UGM CBT pakai UTBK?,Bagaimana sistem penilaian untuk UM UGM CBT?,Apakah nilai UTBK digunakan dalam seleksi UM UGM CBT?,Apa saja komponen nilai yang dipakai dalam UM UGM CBT?,Apakah seleksi CBT UGM hanya melihat nilai ujian mandiri saja?,Nilai apa yang digabungkan dengan nilai CBT untuk UM UGM?,Apakah seleksi mandiri UGM memakai skor UTBK?,Komponen apa saja yang menentukan kelulusan UM UGM CBT?,Apa dasar penilaian pada jalur UM UGM CBT?,Apakah penilaian CBT UGM murni dari tes mandiri?,Apa gabungan nilai yang digunakan pada UM UGM CBT?,Nilai UTBK saya kurang maksimal tahun ini. Apakah UM UGM CBT akan tetap memperhitungkan nilai UTBK tersebut?,Saya tidak sempat ikut UTBK dan hanya mau fokus ujian mandiri. Bisakah saya ikut UM UGM CBT yang dinilai murni dari tes CBT saja?,Adik saya akan mendaftar UM UGM CBT. Nilai apa saja yang perlu ia siapkan untuk proses penilaiannya?,Saya ingin strategi lulus jalur mandiri UGM. Apakah saya harus memaksimalkan nilai ujian CBT dan UTBK sekaligus?,Kakak saya menyarankan untuk fokus di tes mandiri saja karena UTBK jelek. Bagaimana sebenarnya aturan penilaian di UM UGM CBT?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Apakah Kedokteran ada uang pangkal?,"Untuk program studi Kedokteran, terdapat IPI sebesar 30 juta untuk kelompok saintek dan 20 juta untuk soshum.",Apakah Kedokteran ada uang pangkal?,Berapa besaran IPI untuk program studi Kedokteran?,Berapa nominal IPI Kedokteran untuk kelompok saintek?,Berapa jumlah IPI Kedokteran bagi kelompok soshum?,Apakah ada biaya IPI yang harus dibayar untuk masuk prodi Kedokteran?,Berapa selisih IPI Kedokteran antara saintek dan soshum?,Siapa yang harus membayar IPI sebesar 30 juta di prodi Kedokteran?,Berapa biaya uang pangkal atau IPI Kedokteran kelompok soshum?,Apakah kelompok saintek di Kedokteran dikenakan IPI 20 juta?,Berapa kewajiban IPI untuk mahasiswa Kedokteran saintek?,Apa perbedaan biaya IPI Kedokteran untuk jalur saintek dan soshum?,Saya mendaftar Kedokteran melalui jalur kelompok saintek tahun ini. Berapa biaya IPI yang harus keluarga saya siapkan?,Orang tua saya mengalokasikan dana 25 juta untuk biaya awal. Apakah dana ini cukup untuk membayar IPI Kedokteran kelompok saintek?,Teman saya dari jurusan IPS berhasil masuk Kedokteran melalui kelompok soshum. Berapa tagihan IPI yang akan ia terima?,"Saya sedang menghitung total biaya pendidikan. Jika saya masuk Kedokteran dari kelompok soshum, berapa besaran IPI yang perlu dibayar?",Ayah saya bertanya tentang biaya masuk Kedokteran kelompok saintek. Berapa nominal IPI yang harus saya sampaikan kepadanya?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Kapan pendaftaran IUP Kedokteran dibuka?,"Pendaftaran IUP Kedokteran dibuka dalam 3 gelombang, yaitu Januari–Februari, April–Mei, dan Juni–Juli. Informasi lengkap dapat dilihat di https://admissions.ugm.ac.id/v26/ dan laman prodi tujuan.",Kapan pendaftaran IUP Kedokteran dibuka?,Kapan jadwal pendaftaran IUP Kedokteran dibuka?,Ada berapa gelombang pendaftaran untuk IUP Kedokteran?,Kapan pendaftaran gelombang pertama IUP Kedokteran?,Di bulan apa saja pendaftaran IUP Kedokteran diselenggarakan?,Di mana saya bisa melihat informasi lengkap pendaftaran IUP Kedokteran?,Apakah pendaftaran IUP Kedokteran dibuka pada bulan April?,Apa alamat website untuk mengecek informasi pendaftaran IUP Kedokteran?,Gelombang terakhir pendaftaran IUP Kedokteran ada di bulan apa?,Kapan pendaftaran IUP Kedokteran gelombang kedua berlangsung?,Ke mana saya harus mengakses info detail soal IUP Kedokteran selain web prodi?,Saya tertinggal pendaftaran bulan Februari untuk IUP Kedokteran. Kapan waktu terdekat saya bisa mendaftar lagi?,Anak saya ingin masuk IUP Kedokteran dan saat ini sudah bulan Juni. Apakah pendaftaran masih tersedia?,Saya berencana ikut seleksi internasional Kedokteran tapi bingung cek detailnya. Di mana saya bisa mencari informasi resminya?,Saya ingin mempersiapkan berkas IUP Kedokteran sejak awal tahun. Di bulan apa saja seleksi ini biasanya dibuka?,Adik saya mencari link resmi pendaftaran kelas internasional kedokteran. Alamat web mana yang harus saya berikan padanya?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"Kalau sudah diterima di IUP UGM, apakah masih boleh ikut seleksi lain atau tidak?","Jika sudah diterima di IUP UGM, masih boleh mendaftar jalur lain.","Kalau sudah diterima di IUP UGM, apakah masih boleh ikut seleksi lain atau tidak?",Apakah siswa yang sudah lolos IUP UGM boleh ikut seleksi jalur lain?,Apa kebijakan mendaftar jalur lain jika sudah diterima di IUP UGM?,Bolehkah mendaftar jalur seleksi lain jika sudah lolos IUP UGM?,Apakah penerimaan di IUP UGM menggugurkan hak untuk ikut seleksi lain?,"Jika sudah diterima di kelas IUP UGM, apakah pendaftaran jalur lain akan diblokir?",Apakah status diterima di IUP UGM melarang pendaftaran di jalur seleksi selanjutnya?,Bolehkah calon mahasiswa mengikuti seleksi penerimaan lain setelah diterima di IUP UGM?,Apa akibatnya terhadap hak mendaftar jalur lain jika saya sudah lulus IUP UGM?,Bisakah saya mendaftar seleksi mandiri jika sebelumnya sudah diterima di jalur IUP UGM?,Apakah ada larangan ikut jalur seleksi lain bagi yang sudah lulus IUP UGM?,"Saya baru saja mendapat pengumuman lulus program IUP UGM hari ini. Namun saya masih ingin mencoba jalur UTBK, apakah itu diperbolehkan?","Teman saya sudah aman karena diterima di IUP UGM, tapi dia masih penasaran dengan jalur mandiri reguler. Bolehkan dia mendaftar lagi?",Orang tua saya menyuruh saya daftar seleksi nasional lagi meskipun saya sudah keterima di kelas internasional UGM. Apakah hal tersebut melanggar aturan?,Saya ragu untuk ambil IUP UGM yang sudah saya lolosi karena ingin mencoba jalur lain. Apakah status kelulusan IUP saya melarang saya mendaftar seleksi lain?,Adik saya bingung karena sudah diterima IUP UGM tapi sekolah mewajibkannya ikut seleksi jalur reguler. Apakah dia masih bisa ikut seleksi tersebut?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
